mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.94,"1 km WSW of Hulbert, Oklahoma",1667494765719,1667590951624,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022vojo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022vojo&format=geojson,,,,,reviewed,0,58,ok,2022vojo,",ok2022vojo,",",ok,",",origin,phase-data,",45.0,0.5164986453,0.26,106.0,ml,quarry blast,"M 1.9 Quarry Blast - 1 km WSW of Hulbert, Oklahoma"
2.32,"11 km ENE of P?hala, Hawaii",1667494437080,1667503115040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73206237,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73206237&format=geojson,1.0,2.7,,,automatic,0,83,hv,73206237,",hv73206237,us7000im96,",",hv,us,",",dyfi,origin,phase-data,",48.0,,0.109999999,188.0,ml,earthquake,"M 2.3 - 11 km ENE of P?hala, Hawaii"
1.81,"11km NNW of Lake Pillsbury, CA",1667494384770,1667510534418,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73802711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73802711&format=geojson,,,,,reviewed,0,50,nc,73802711,",nc73802711,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.1589,0.1,109.0,md,earthquake,"M 1.8 - 11km NNW of Lake Pillsbury, CA"
2.31999993,,1667493879420,1667494074480,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73206227,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73206227&format=geojson,,,,,automatic,0,83,hv,73206227,",hv73206227,",",hv,",",origin,phase-data,",42.0,,0.109999999,93.0,md,earthquake,M 2.3 - 
0.66,"153 km W of Adak, Alaska",1667493014670,1667516907430,,https://earthquake.usgs.gov/earthquakes/eventpage/av91708716,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91708716&format=geojson,,,,,reviewed,0,7,av,91708716,",av91708716,",",av,",",origin,phase-data,",4.0,,0.24,249.0,ml,earthquake,"M 0.7 - 153 km W of Adak, Alaska"
-0.07,"85 km NNW of Karluk, Alaska",1667492671190,1667522722050,,https://earthquake.usgs.gov/earthquakes/eventpage/av91708706,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91708706&format=geojson,,,,,reviewed,0,0,av,91708706,",av91708706,",",av,",",origin,phase-data,",8.0,,0.12,126.0,ml,earthquake,"M -0.1 - 85 km NNW of Karluk, Alaska"
2.1,"5 km ESE of Big Lake, Alaska",1667492426475,1667492510609,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e3zmtnb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e3zmtnb&format=geojson,,,,,automatic,0,68,ak,022e3zmtnb,",ak022e3zmtnb,",",ak,",",origin,phase-data,",,,0.3,,ml,earthquake,"M 2.1 - 5 km ESE of Big Lake, Alaska"
0.9,"16 km ENE of Susitna North, Alaska",1667492126938,1667512150315,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e3zlqf8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e3zlqf8&format=geojson,,,,,reviewed,0,12,ak,022e3zlqf8,",ak022e3zlqf8,",",ak,",",origin,phase-data,",,,0.48,,ml,earthquake,"M 0.9 - 16 km ENE of Susitna North, Alaska"
1.83,"13km NE of San Simeon, CA",1667490469820,1667508912273,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73802696,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73802696&format=geojson,0.0,1.0,,,reviewed,0,52,nc,73802696,",nc73802696,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",39.0,0.07057,0.05,71.0,md,earthquake,"M 1.8 - 13km NE of San Simeon, CA"
2.8,"9km NE of Alum Rock, CA",1667490322480,1667569624750,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73802691,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73802691&format=geojson,68.0,3.1,,,reviewed,0,142,nc,73802691,",nc73802691,us7000im7x,",",nc,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",121.0,0.05233,0.08,31.0,md,earthquake,"M 2.8 - 9km NE of Alum Rock, CA"
0.38,,1667489477360,1667538514150,,https://earthquake.usgs.gov/earthquakes/eventpage/av91708686,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91708686&format=geojson,,,,,reviewed,0,2,av,91708686,",av91708686,",",av,",",origin,phase-data,",5.0,,0.1,294.0,ml,earthquake,M 0.4 - 
1.0,"68 km E of Port Alsworth, Alaska",1667488903758,1667489023061,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e3z1n3b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e3z1n3b&format=geojson,,,,,automatic,0,15,ak,022e3z1n3b,",ak022e3z1n3b,",",ak,",",origin,phase-data,",,,0.34,,ml,earthquake,"M 1.0 - 68 km E of Port Alsworth, Alaska"
2.25,"Island of Hawaii, Hawaii",1667488836820,1667489037240,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73206192,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73206192&format=geojson,,,,,automatic,0,78,hv,73206192,",hv73206192,",",hv,",",origin,phase-data,",35.0,,0.0799999982,216.0,md,earthquake,"M 2.3 - Island of Hawaii, Hawaii"
0.5,"84 km NNW of Karluk, Alaska",1667488569109,1667522493780,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e3z0cuh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e3z0cuh&format=geojson,,,,,reviewed,0,4,ak,022e3z0cuh,",av91708671,ak022e3z0cuh,",",av,ak,",",origin,phase-data,",,,0.2,,ml,earthquake,"M 0.5 - 84 km NNW of Karluk, Alaska"
0.61,"20 km SSW of Mammoth, Wyoming",1667487537110,1667490495100,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60523172,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60523172&format=geojson,,,,,reviewed,0,6,uu,60523172,",uu60523172,",",uu,",",origin,phase-data,",13.0,0.03253,0.12,180.0,md,earthquake,"M 0.6 - 20 km SSW of Mammoth, Wyoming"
1.43,"8 km W of Phillips, Oklahoma",1667487418090,1667586064259,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022vofn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022vofn&format=geojson,,,,,reviewed,0,31,ok,2022vofn,",ok2022vofn,",",ok,",",origin,phase-data,",11.0,0.1781650379,0.2,133.0,ml,earthquake,"M 1.4 - 8 km W of Phillips, Oklahoma"
2.5,"20 km WSW of Coyanosa, Texas",1667487403397,1667497688855,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022vofn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022vofn&format=geojson,,,,,reviewed,0,96,tx,2022vofn,",tx2022vofn,",",tx,",",origin,phase-data,",29.0,0.01937004701,0.2,43.0,ml,earthquake,"M 2.5 - 20 km WSW of Coyanosa, Texas"
1.67,"17km WSW of Toms Place, CA",1667487085170,1667496609985,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73802686,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73802686&format=geojson,,,,,reviewed,0,43,nc,73802686,",nc73802686,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.09572,0.08,69.0,md,earthquake,"M 1.7 - 17km WSW of Toms Place, CA"
1.06,"2km E of The Geysers, CA",1667487019250,1667489053073,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73802681,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73802681&format=geojson,,,,,automatic,0,17,nc,73802681,",nc73802681,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.01368,0.04,70.0,md,earthquake,"M 1.1 - 2km E of The Geysers, CA"
4.7,"90 km WSW of Copiapó, Chile",1667486247813,1667488428040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000im7r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000im7r&format=geojson,,,,,reviewed,0,340,us,7000im7r,",us7000im7r,",",us,",",origin,phase-data,",24.0,0.415,1.04,140.0,mb,earthquake,"M 4.7 - 90 km WSW of Copiapó, Chile"
2.0,"14 km ESE of P?hala, Hawaii",1667486159720,1667486351250,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73206162,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73206162&format=geojson,,,,,automatic,0,62,hv,73206162,",hv73206162,",",hv,",",origin,phase-data,",36.0,,0.109999999,192.0,md,earthquake,"M 2.0 - 14 km ESE of P?hala, Hawaii"
-0.1,"41 km WNW of Indian Springs, Nevada",1667485945314,1667529807557,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850575,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850575&format=geojson,,,,,reviewed,0,0,nn,00850575,",nn00850575,",",nn,",",origin,phase-data,",9.0,0.009,0.0442,88.1,ml,earthquake,"M -0.1 - 41 km WNW of Indian Springs, Nevada"
1.73,"36 km SE of Princeton, Canada",1667485714050,1667495996550,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61890971,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61890971&format=geojson,,,,,reviewed,0,46,uw,61890971,",uw61890971,",",uw,",",origin,phase-data,",9.0,0.3868,0.28,148.0,ml,earthquake,"M 1.7 - 36 km SE of Princeton, Canada"
1.79999995,"9 km E of P?hala, Hawaii",1667485462380,1667485652920,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73206142,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73206142&format=geojson,,,,,automatic,0,50,hv,73206142,",hv73206142,",",hv,",",origin,phase-data,",43.0,,0.119999997,163.0,md,earthquake,"M 1.8 - 9 km E of P?hala, Hawaii"
2.3,"18 km SSE of Ackerly, Texas",1667484936203,1667492261284,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022voee,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022voee&format=geojson,,,,,reviewed,0,81,tx,2022voee,",tx2022voee,",",tx,",",origin,phase-data,",26.0,0.0434983309,0.2,46.0,ml,earthquake,"M 2.3 - 18 km SSE of Ackerly, Texas"
1.76,"14km SSW of Maricopa, CA",1667484417120,1667490324550,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40128647,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40128647&format=geojson,,,,,reviewed,0,48,ci,40128647,",ci40128647,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",34.0,0.1941,0.2,46.0,ml,earthquake,"M 1.8 - 14km SSW of Maricopa, CA"
1.8,"67 km N of Petersville, Alaska",1667484035010,1667484163240,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e3yborx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e3yborx&format=geojson,,,,,automatic,0,50,ak,022e3yborx,",ak022e3yborx,",",ak,",",origin,phase-data,",,,0.16,,ml,earthquake,"M 1.8 - 67 km N of Petersville, Alaska"
2.19,"2 km NNW of Indios, Puerto Rico",1667483853650,1667486921510,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71380673,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71380673&format=geojson,,,,,reviewed,0,74,pr,71380673,",pr71380673,",",pr,",",origin,phase-data,",9.0,0.05699,0.15,138.0,md,earthquake,"M 2.2 - 2 km NNW of Indios, Puerto Rico"
1.8,"40 km WSW of Petersville, Alaska",1667482928749,1667483028850,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e3xz77u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e3xz77u&format=geojson,,,,,automatic,0,50,ak,022e3xz77u,",ak022e3xz77u,",",ak,",",origin,phase-data,",,,0.59,,ml,earthquake,"M 1.8 - 40 km WSW of Petersville, Alaska"
0.43,"8km NW of The Geysers, CA",1667482797400,1667498774219,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73802671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73802671&format=geojson,,,,,reviewed,0,3,nc,73802671,",nc73802671,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.005151,0.03,55.0,md,earthquake,"M 0.4 - 8km NW of The Geysers, CA"
0.11,"22 km SSW of Mammoth, Wyoming",1667481262700,1667490337390,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60523167,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60523167&format=geojson,,,,,reviewed,0,0,uu,60523167,",uu60523167,",",uu,",",origin,phase-data,",6.0,0.04118,0.05,220.0,md,earthquake,"M 0.1 - 22 km SSW of Mammoth, Wyoming"
2.0,"60 km S of Cantwell, Alaska",1667481247024,1667481360299,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e3xt71a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e3xt71a&format=geojson,,,,,automatic,0,62,ak,022e3xt71a,",ak022e3xt71a,",",ak,",",origin,phase-data,",,,0.32,,ml,earthquake,"M 2.0 - 60 km S of Cantwell, Alaska"
1.7,,1667480703548,1667480856133,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e3xr9bm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e3xr9bm&format=geojson,,,,,automatic,0,44,ak,022e3xr9bm,",ak022e3xr9bm,",",ak,",",origin,phase-data,",,,0.26,,ml,earthquake,M 1.7 - 
1.27,"14 km NNE of Jamestown, Washington",1667480591330,1667495569800,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61890966,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61890966&format=geojson,,,,,reviewed,0,25,uw,61890966,",uw61890966,",",uw,",",origin,phase-data,",19.0,0.1924,0.22,59.0,ml,earthquake,"M 1.3 - 14 km NNE of Jamestown, Washington"
0.53,"37 km NNE of Amboy, Washington",1667480328600,1667494982680,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61890961,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61890961&format=geojson,,,,,reviewed,0,4,uw,61890961,",uw61890961,",",uw,",",origin,phase-data,",19.0,0.005167,0.13,113.0,ml,earthquake,"M 0.5 - 37 km NNE of Amboy, Washington"
0.39,Wyoming,1667479864640,1667490212610,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60523162,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60523162&format=geojson,,,,,reviewed,0,2,uu,60523162,",uu60523162,",",uu,",",origin,phase-data,",8.0,0.05722,0.16,255.0,md,earthquake,M 0.4 - Wyoming
4.6,"15 km ENE of Kinablangan, Philippines",1667479770476,1667482675040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000im62,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000im62&format=geojson,,,,,reviewed,0,326,us,7000im62,",us7000im62,",",us,",",origin,phase-data,",34.0,1.275,1.48,118.0,mb,earthquake,"M 4.6 - 15 km ENE of Kinablangan, Philippines"
1.08,"5 km ENE of Edmond, Oklahoma",1667479744250,1667586858179,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022vobi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022vobi&format=geojson,,,,,reviewed,0,18,ok,2022vobi,",ok2022vobi,",",ok,",",origin,phase-data,",29.0,0.04679081805,0.18,76.0,ml,earthquake,"M 1.1 - 5 km ENE of Edmond, Oklahoma"
1.7,"51 km WNW of Nanwalek, Alaska",1667479135659,1667479257968,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e3xd0d9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e3xd0d9&format=geojson,,,,,automatic,0,44,ak,022e3xd0d9,",ak022e3xd0d9,",",ak,",",origin,phase-data,",,,0.63,,ml,earthquake,"M 1.7 - 51 km WNW of Nanwalek, Alaska"
0.6,"16 km ENE of Doyle, California",1667478570834,1667529803733,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850574,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850574&format=geojson,,,,,reviewed,0,6,nn,00850574,",nn00850574,",",nn,",",origin,phase-data,",4.0,0.164,0.2516,184.84,ml,earthquake,"M 0.6 - 16 km ENE of Doyle, California"
0.4,"15 km ENE of Doyle, California",1667478248587,1667529801057,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850573,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850573&format=geojson,,,,,reviewed,0,2,nn,00850573,",nn00850573,",",nn,",",origin,phase-data,",3.0,0.176,0.0624,192.88,ml,earthquake,"M 0.4 - 15 km ENE of Doyle, California"
2.21000004,"Island of Hawaii, Hawaii",1667478091540,1667478287550,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73206037,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73206037&format=geojson,,,,,automatic,0,75,hv,73206037,",hv73206037,",",hv,",",origin,phase-data,",45.0,,0.140000001,137.0,md,earthquake,"M 2.2 - Island of Hawaii, Hawaii"
0.99,"8km SSE of Idyllwild, CA",1667477821900,1667482727790,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40128623,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40128623&format=geojson,,,,,reviewed,0,15,ci,40128623,",ci40128623,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.04245,0.16,56.0,ml,earthquake,"M 1.0 - 8km SSE of Idyllwild, CA"
1.6,"36 km NNW of Petersville, Alaska",1667477479684,1667477598917,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e3x759c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e3x759c&format=geojson,,,,,automatic,0,39,ak,022e3x759c,",ak022e3x759c,",",ak,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 1.6 - 36 km NNW of Petersville, Alaska"
-0.3,Alaska Peninsula,1667477360390,1667522107330,,https://earthquake.usgs.gov/earthquakes/eventpage/av91708611,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91708611&format=geojson,,,,,reviewed,0,0,av,91708611,",av91708611,",",av,",",origin,phase-data,",6.0,,0.07,220.0,ml,earthquake,M -0.3 - Alaska Peninsula
1.96000004,"9 km NE of P?hala, Hawaii",1667477234470,1667477425240,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73206027,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73206027&format=geojson,,,,,automatic,0,59,hv,73206027,",hv73206027,",",hv,",",origin,phase-data,",46.0,,0.140000001,129.0,md,earthquake,"M 2.0 - 9 km NE of P?hala, Hawaii"
1.65,"2 km S of Lehigh, Oklahoma",1667475552189,1667585494114,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022vnza,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022vnza&format=geojson,,,,,reviewed,0,42,ok,2022vnza,",ok2022vnza,",",ok,",",origin,phase-data,",52.0,0.2825445551,0.37,98.0,ml,earthquake,"M 1.7 - 2 km S of Lehigh, Oklahoma"
4.9,"New Ireland region, Papua New Guinea",1667474820773,1667477100040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000im5r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000im5r&format=geojson,,,,,reviewed,0,369,us,7000im5r,",us7000im5r,",",us,",",origin,phase-data,",37.0,7.036,0.48,161.0,mb,earthquake,"M 4.9 - New Ireland region, Papua New Guinea"
4.8,"near the east coast of Honshu, Japan",1667474217738,1667534543723,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000im5q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000im5q&format=geojson,9.0,2.7,,,reviewed,0,357,us,7000im5q,",us7000im5q,",",us,",",dyfi,origin,phase-data,",55.0,1.849,0.86,128.0,mb,earthquake,"M 4.8 - near the east coast of Honshu, Japan"
2.05,"21 km ENE of Honaunau-Napoopoo, Hawaii",1667473973310,1667515415360,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73205977,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73205977&format=geojson,,,,,reviewed,0,65,hv,73205977,",hv73205977,",",hv,",",origin,phase-data,",22.0,,0.14,67.0,md,earthquake,"M 2.1 - 21 km ENE of Honaunau-Napoopoo, Hawaii"
2.0,"52 km SE of Cordova, Alaska",1667473901552,1667474140608,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e3wlrbv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e3wlrbv&format=geojson,,,,,automatic,0,62,ak,022e3wlrbv,",ak022e3wlrbv,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 2.0 - 52 km SE of Cordova, Alaska"
1.07,"3km NE of The Geysers, CA",1667473687420,1667475730702,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73802666,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73802666&format=geojson,,,,,automatic,0,18,nc,73802666,",nc73802666,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.01272,0.05,100.0,md,earthquake,"M 1.1 - 3km NE of The Geysers, CA"
1.72000003,"20 km E of Honaunau-Napoopoo, Hawaii",1667473285710,1667473615570,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73205962,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73205962&format=geojson,,,,,automatic,0,46,hv,73205962,",hv73205962,",",hv,",",origin,phase-data,",27.0,,0.239999995,64.0,md,earthquake,"M 1.7 - 20 km E of Honaunau-Napoopoo, Hawaii"
1.75,"20 km ENE of Honaunau-Napoopoo, Hawaii",1667473275890,1667473606910,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73205957,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73205957&format=geojson,,,,,automatic,0,47,hv,73205957,",hv73205957,",",hv,",",origin,phase-data,",18.0,,0.170000002,92.0,ml,earthquake,"M 1.8 - 20 km ENE of Honaunau-Napoopoo, Hawaii"
1.7,"39 km W of Valdez, Alaska",1667471928477,1667472050785,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e3w64lr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e3w64lr&format=geojson,,,,,automatic,0,44,ak,022e3w64lr,",ak022e3w64lr,",",ak,",",origin,phase-data,",,,1.34,,ml,earthquake,"M 1.7 - 39 km W of Valdez, Alaska"
2.24,"24 km E of Honaunau-Napoopoo, Hawaii",1667470939350,1667516139180,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73205917,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73205917&format=geojson,,,,,reviewed,0,77,hv,73205917,",hv73205917,",",hv,",",origin,phase-data,",25.0,,0.13,124.0,ml,earthquake,"M 2.2 - 24 km E of Honaunau-Napoopoo, Hawaii"
